case_id,date,court_level,language,client_type,user_query,severity_score,primary_category
PK-LHR-2026-0899,2022-12-11,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.52,Criminal
PK-KHI-2022-0459,2025-11-15,High Court,English,Individual,How do I verify the registry and fard of a commercial property before purchasing it to avoid scams?,83.4,Property
PK-MUX-2024-0092,2025-03-26,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,7.66,Criminal
PK-LHR-2026-0574,2023-06-29,District Court,Urdu,Corporate,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,8.0,Property
PK-LHR-2026-0977,2026-02-27,District Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,5.59,Criminal
PK-FSD-2022-0167,2024-04-21,District Court,Urdu,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-FSD-2026-0503,2025-04-24,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,7.68,Property
PK-MUX-2023-0686,2023-10-04,District Court,Urdu,Corporate,My sister wants to file for Khula (divorce) from her husband due to cruelty and non-maintenance. What is the procedure in family court?,5.71,Family
PK-LHR-2026-0475,2023-04-12,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.2,Criminal
PK-KHI-2026-0931,2022-09-16,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-LHR-2026-0557,2024-08-20,District Court,Urdu,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,6.48,Property
PK-MUX-2023-0658,2022-12-21,District Court,English,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.74,Criminal
PK-KHI-2022-0562,2022-03-28,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,7.05,Family
PK-KHI-2023-0609,2022-02-23,High Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,,Criminal
PK-FSD-2025-0197,2024-12-12,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.68,Criminal
PK-MUX-2025-0750,2026-02-27,Supreme Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,-36.95,Criminal
PK-FSD-2026-0017,2022-12-05,District Court,Urdu,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,8.88,Criminal
PK-FSD-2022-1192,2024-02-05,High Court,English,Individual,I purchased a refrigerator which stopped working within 3 days. The dealer is refusing to honor the warranty. Can I file a claim in Consumer Court?,3.28,Consumer
PK-RWP-2023-0481,2022-11-26,District Court,Urdu,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,5.85,Property
PK-LHR-2022-0575,2026-01-25,District Court,English,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,1.35,Consumer
PK-RWP-2024-0471,2024-11-19,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,5.74,Criminal
PK-LHR-2025-0763,2024-08-01,High Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.88,Property
PK-MUX-2024-0781,2022-11-09,District Court,Urdu,Individual,My husband has married a second time without my permission or consent from the Arbitration Council. Is this illegal?,4.4,Family
PK-LHR-2022-0135,2025-09-02,District Court,Urdu,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.86,Property
PK-MUX-2023-0635,2022-01-24,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,6.51,Criminal
PK-MUX-2026-0460,2023-04-05,High Court,English,Individual,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,10.0,Criminal
PK-FSD-2024-1100,2025-07-06,District Court,English,Corporate,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,8.2,Property
PK-LHR-2025-0552,2025-07-04,District Court,Urdu,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.9,Criminal
PK-FSD-2023-1089,2024-12-28,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,8.26,Criminal
PK-LHR-2025-1173,2024-01-11,High Court,English,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,8.42,Criminal
PK-LHR-2023-0008,2022-03-07,High Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.94,Criminal
PK-ISB-2026-0077,2024-01-26,District Court,English,Individual,Can a gift deed (Hiba) of a house to a grandson be challenged in court by other legal heirs?,6.64,Property
PK-FSD-2023-0058,2025-12-17,District Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,,Criminal
PK-KHI-2024-0959,2026-02-20,District Court,Urdu,Corporate,We were assaulted and harassed by some local goons. The police are refusing to register our complaint. Can we file a petition under 22-A/22-B?,9.04,Criminal
PK-KHI-2023-0762,2025-02-18,District Court,Urdu,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,10.0,Criminal
PK-FSD-2025-0884,2022-06-17,District Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,9.32,Criminal
PK-FSD-2022-0424,2023-04-13,District Court,Urdu,Individual,I need to file an FIR at the police station regarding a theft/robbery that occurred at my house last night in Lahore.,9.27,Criminal
PK-RWP-2022-0480,2023-09-17,District Court,Urdu,Individual,I need advice on child custody and guardianship laws in Pakistan. The father is refusing to pay monthly maintenance.,5.85,Family
PK-FSD-2024-0496,2023-12-08,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.26,Criminal
PK-RWP-2025-1196,2025-07-28,District Court,English,Individual,Is it legal for a private company to hold an employee's original academic degrees as security?,5.48,Labor
PK-MUX-2026-0412,2023-01-24,District Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,6.66,Criminal
PK-ISB-2026-0088,2025-09-16,High Court,English,Individual,My relative has been arrested by police under Section 302 of PPC. How can we apply for post-arrest bail in the High Court?,7.86,Criminal
PK-MUX-2023-0998,2023-06-11,District Court,English,Individual,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.81,Criminal
PK-KHI-2024-0819,2025-12-07,High Court,English,Individual,The airline lost my luggage during a domestic flight and is offering very low compensation. Can I sue them in consumer court?,5.28,Consumer
PK-LHR-2024-0323,2025-09-22,High Court,English,Individual,What are the legal rights of a woman regarding dower (Mehr) and dowry articles (Saman-e-Harb) after divorce?,,Family
PK-LHR-2025-0766,2025-11-15,High Court,English,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,8.46,Criminal
PK-LHR-2022-0321,2025-07-06,High Court,English,Individual,A relative has illegally occupied our ancestral agricultural land in Faisalabad. Can we file a suit for possession and permanent injunction?,,Property
PK-ISB-2024-0060,2026-03-24,District Court,Urdu,Corporate,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,7.92,Criminal
PK-RWP-2025-0926,2026-04-14,District Court,English,Individual,We bought a plot of land in a housing society but the developer is not giving possession or registration (registry/intiqal). What should we do?,6.33,Property
PK-LHR-2024-0836,2022-11-11,District Court,English,Individual,I want to know the legal share of daughters in the inheritance of their late father's property under Islamic law.,7.86,Family
PK-LHR-2025-0979,2025-11-14,District Court,English,Individual,There is a dispute over the boundaries of our house with our neighbor. How can we request a legal land demarcation?,7.91,Property
PK-FSD-2022-0296,2023-08-29,District Court,Urdu,Individual,An online store delivered a damaged mobile phone and is refusing a refund or replacement. How do I send them a legal notice?,5.08,Consumer
PK-MUX-2022-0271,2025-08-31,Supreme Court,Urdu,Individual,Someone stole my motorcycle from the parking area. What is the procedure to report this theft and get a police report for insurance?,6.78,Criminal
PK-RWP-2023-0046,2024-01-16,District Court,Urdu,NGO,A false fraud case has been registered against me regarding a bounced cheque. How do I get pre-arrest bail?,-39.75,Criminal
